"","a99","name","a12","a9","FBK","DRG","kills_ADC","deaths_ADC","assists_ADC","kills_SUP","deaths_SUP","assists_SUP","ADC","SUP","KDA_mean","totalDamageDealtToChampions_mean","visionScore_mean","totalDamageTaken_mean","goldEarned_mean","visionWardsBoughtInGame_mean"
"2540",4791579626,"Jhin & Alistar",100,FALSE,TRUE,FALSE,3,6,8,0,5,11,"Jhin","Alistar",3.27,9324,21.5,12533.5,5762.5,7
"4510",4791579626,"Lucian & Sett",200,TRUE,TRUE,TRUE,9,3,7,1,7,13,"Lucian","Sett",7.1,10025,28,13336.5,8358.5,7.5
"2541",4791743059,"Yone & Rakan",100,TRUE,FALSE,TRUE,11,4,10,8,1,15,"Yone","Rakan",18.25,19064,34,13899,10463.5,3
"4511",4791743059,"Miss Fortune & Leona",200,FALSE,FALSE,FALSE,4,5,2,0,6,5,"Miss Fortune","Leona",2.62,8447,16.5,14561.5,5555,4.5
"1402",4791950580,"Ezreal & Annie",100,FALSE,FALSE,TRUE,2,5,4,3,6,7,"Ezreal","Annie",3.48,10915,36,11814.5,7191,4
"3432",4791950580,"Jhin & Nautilus",200,TRUE,FALSE,FALSE,5,0,8,0,4,11,"Jhin","Nautilus",Inf,9125.5,25.5,8841,8180,6
"1403",4792010343,"Jhin & Annie",100,TRUE,FALSE,FALSE,5,3,9,5,4,10,"Jhin","Annie",7.75,11196.5,43,9370,10059,5.5
"4512",4792010343,"Kai'Sa & Leona",200,FALSE,FALSE,TRUE,5,3,1,2,4,6,"Kai'Sa","Leona",4.42,7082,34,13973.5,9434,6
"1404",4792019474,"Jhin & Leona",100,TRUE,TRUE,TRUE,13,6,6,2,5,19,"Jhin","Leona",9.9,13080,53,19091,12181.5,6.5
"3433",4792019474,"Kog'Maw & Seraphine",200,FALSE,TRUE,FALSE,5,10,6,2,6,14,"Kog'Maw","Seraphine",4.97,15585,46.5,17568,10136,8
"2542",4792251415,"Ashe & Nautilus",100,TRUE,FALSE,FALSE,5,4,9,1,7,13,"Ashe","Nautilus",5.05,14637.5,53.5,16132,9875.5,7
"3434",4792251415,"Yone & Alistar",200,FALSE,FALSE,TRUE,3,8,3,1,6,12,"Yone","Alistar",3.19,11439.5,33,20379.5,8188.5,6.5
"2543",4792949373,"Jhin & Sett",100,TRUE,FALSE,TRUE,5,4,8,1,1,11,"Jhin","Sett",9.5,10543.5,46,11022.5,7926.5,5
"4513",4792949373,"Yone & Leona",200,FALSE,FALSE,FALSE,0,5,3,1,5,5,"Yone","Leona",1.3,6008,22.5,13573.5,6192,4.5
"1405",4793026032,"Jhin & Thresh",100,FALSE,TRUE,FALSE,3,3,4,2,6,6,"Jhin","Thresh",3.67,8087.5,33.5,15008,7739.5,7
"4514",4793026032,"Miss Fortune & Lux",200,TRUE,TRUE,TRUE,12,4,4,3,3,13,"Miss Fortune","Lux",10.17,18158.5,40.5,11176,10483.5,7.5
"1406",4793794678,"Yone & Leona",100,FALSE,FALSE,FALSE,1,2,2,0,3,4,"Yone","Leona",1.67,8444.5,50,17091,8291.5,7.5
"3435",4793794678,"Aphelios & Tahm Kench",200,TRUE,FALSE,TRUE,4,2,5,1,4,5,"Aphelios","Tahm Kench",4.38,9097,42.5,19179,10344,7.5
"1407",4793821295,"Tristana & Sett",100,FALSE,FALSE,FALSE,7,7,3,3,6,10,"Tristana","Sett",6.05,10467.5,29,17383,9244,5.5
"4515",4793821295,"Jhin & Leona",200,TRUE,FALSE,TRUE,8,3,10,0,6,18,"Jhin","Leona",7.17,11374,37,11472,9760.5,6.5
"1408",4793875726,"Ashe & Seraphine",100,TRUE,FALSE,TRUE,1,5,11,0,7,18,"Ashe","Seraphine",2.89,13178.5,56.5,15854.5,9682.5,5
"3436",4793875726,"Ezreal & Sett",200,FALSE,FALSE,FALSE,7,8,6,4,6,9,"Ezreal","Sett",6.62,15555.5,46.5,25953,11154.5,7
"2544",4794082022,"Tristana & Leona",100,FALSE,FALSE,TRUE,9,7,8,3,7,15,"Tristana","Leona",7.64,14285,57,23767,11929,10.5
"3437",4794082022,"Lucian & Sett",200,TRUE,FALSE,FALSE,8,5,14,3,11,14,"Lucian","Sett",7.54,19926.5,43.5,25801,12681,6
"1409",4794165374,"Jhin & Rakan",100,TRUE,FALSE,FALSE,6,2,9,3,2,18,"Jhin","Rakan",11.25,9819.5,35,8070,8787,4.5
"4516",4794165374,"Kai'Sa & Alistar",200,FALSE,TRUE,TRUE,5,7,1,0,5,5,"Kai'Sa","Alistar",3.07,8212.5,33.5,14182.5,6654.5,7
"1410",4794202760,"Jhin & Thresh",100,TRUE,FALSE,FALSE,5,4,9,4,6,9,"Jhin","Thresh",6.38,8473.5,21,11194,7835.5,1
"3438",4794202760,"Ashe & Sett",200,FALSE,TRUE,TRUE,5,7,4,2,8,8,"Ashe","Sett",4.29,10279,26,15609.5,7044,5.5
"1411",4794255396,"Ashe & Seraphine",100,FALSE,TRUE,FALSE,3,9,12,5,5,11,"Ashe","Seraphine",5.77,16016.5,46.5,14329,10060.5,6.5
"4517",4794255396,"Kai'Sa & Thresh",200,TRUE,TRUE,TRUE,8,4,8,4,4,15,"Kai'Sa","Thresh",8.88,12299.5,55.5,16105,11835.5,8
"1412",4795666738,"Ezreal & Karma",100,TRUE,TRUE,TRUE,18,9,9,12,3,24,"Ezreal","Karma",19.5,32581,59.5,22098,14810,8
"4518",4795666738,"Yone & Seraphine",200,FALSE,TRUE,FALSE,5,12,10,3,13,14,"Yone","Seraphine",4.96,17153,45.5,31247.5,10140.5,8.5
"2545",4795815349,"Kai'Sa & Thresh",100,FALSE,FALSE,TRUE,4,2,2,2,3,5,"Kai'Sa","Thresh",4.33,6818.5,34.5,8830.5,7074,3.5
"3439",4795815349,"Jhin & Bard",200,TRUE,FALSE,FALSE,3,4,2,0,1,11,"Jhin","Bard",7.25,8252,29.5,7680,7106.5,6
"2546",4796092768,"Jhin & Bard",100,FALSE,FALSE,FALSE,1,3,1,0,4,7,"Jhin","Bard",1.54,5435.5,39,7889.5,5914.5,5.5
"4519",4796092768,"Kai'Sa & Pantheon",200,TRUE,FALSE,TRUE,3,1,5,2,3,11,"Kai'Sa","Pantheon",6.83,8279,26.5,7767.5,7661.5,5
"2547",4796139151,"Lucian & Pantheon",100,FALSE,FALSE,FALSE,1,4,6,1,8,5,"Lucian","Pantheon",2.06,10329.5,26.5,15672,7639.5,3.5
"3440",4796139151,"Vayne & Thresh",200,TRUE,FALSE,TRUE,14,2,10,3,3,20,"Vayne","Thresh",14.33,16232,47,15153.5,11794,5
"2548",4796331617,"Miss Fortune & Thresh",100,TRUE,TRUE,TRUE,3,5,4,3,0,11,"Miss Fortune","Thresh",Inf,7560,40.5,12005.5,8884,5
"3441",4796331617,"Lucian & Leona",200,FALSE,TRUE,FALSE,2,3,1,2,3,4,"Lucian","Leona",2.83,7131,41,11429.5,8757,5
"2549",4796355571,"Syndra & Alistar",100,TRUE,FALSE,TRUE,5,8,11,4,5,17,"Syndra","Alistar",6.89,18624,53.5,21982.5,11320.5,4
"4520",4796355571,"Kai'Sa & Pantheon",200,FALSE,FALSE,FALSE,7,8,7,2,10,10,"Kai'Sa","Pantheon",5.44,12929.5,57,21798.5,11082.5,4.5
"1413",4796355942,"Jhin & Rakan",100,TRUE,FALSE,TRUE,7,0,9,2,4,20,"Jhin","Rakan",Inf,12326.5,33.5,11151,8689.5,2.5
"4521",4796355942,"Aphelios & Alistar",200,FALSE,FALSE,FALSE,1,8,2,2,5,8,"Aphelios","Alistar",2.42,7787,30.5,13159,6591.5,7.5
"2550",4796425006,"Yone & Leona",100,TRUE,FALSE,TRUE,7,8,18,7,6,29,"Yone","Leona",10.54,20393.5,48.5,27573.5,12178,4.5
"3442",4796425006,"Kai'Sa & Sett",200,FALSE,FALSE,FALSE,4,12,9,2,7,10,"Kai'Sa","Sett",4.09,16041,27.5,24883,9793,1
"2551",4796473603,"Lucian & Leona",100,TRUE,TRUE,FALSE,9,7,9,5,7,9,"Lucian","Leona",8.29,10340.5,28.5,13377,9500,6
"3443",4796473603,"Jhin & Pantheon",200,FALSE,TRUE,TRUE,2,8,6,6,8,8,"Jhin","Pantheon",4.88,11114,18.5,14665,7661.5,5
"1414",4796491569,"Ashe & Thresh",100,TRUE,TRUE,FALSE,1,3,12,1,3,14,"Ashe","Thresh",5.33,6817.5,26.5,8060,7146.5,3.5
"3444",4796491569,"Kai'Sa & Sett",200,FALSE,TRUE,TRUE,1,6,4,2,5,4,"Kai'Sa","Sett",2.23,8419,24.5,11925.5,5881,7
"2552",4796564462,"Aphelios & Leona",100,TRUE,TRUE,FALSE,6,11,8,3,7,24,"Aphelios","Leona",6.58,15789.5,42,20700.5,10938,8
"4522",4796564462,"Jhin & Pantheon",200,FALSE,TRUE,TRUE,8,9,8,9,10,10,"Jhin","Pantheon",9.44,16280,50.5,24520,11538,8
"2553",4797914694,"Jhin & Swain",100,FALSE,FALSE,FALSE,5,11,3,5,12,4,"Jhin","Swain",5.3,10816.5,26,17170,7522.5,1.5
"4523",4797914694,"Lucian & Sett",200,TRUE,TRUE,TRUE,16,5,4,3,4,19,"Lucian","Sett",12.28,15479,26,17857,10839.5,29.5
"2554",4797953161,"Kai'Sa & Soraka",100,FALSE,FALSE,FALSE,8,8,3,2,10,8,"Kai'Sa","Soraka",5.59,10291.5,14.5,16443.5,8207.5,1.5
"4524",4797953161,"Jhin & Nautilus",200,TRUE,FALSE,TRUE,13,5,11,2,5,19,"Jhin","Nautilus",10.5,15449.5,17,12185,9219.5,2.5
"2555",4797987655,"Kai'Sa & Pyke",100,TRUE,FALSE,TRUE,11,4,10,2,4,8,"Kai'Sa","Pyke",8.75,16989.5,75,16228,12623,6.5
"4525",4797987655,"Jhin & Alistar",200,FALSE,FALSE,FALSE,8,6,5,2,9,10,"Jhin","Alistar",5.97,11648.5,46,21188.5,9626.5,9.5
"2556",4797994788,"Jhin & Swain",100,TRUE,FALSE,TRUE,10,3,12,1,10,14,"Jhin","Swain",8.2,14775,51,18261,11241,6
"4526",4797994788,"Aphelios & Rakan",200,FALSE,TRUE,FALSE,7,7,1,0,7,12,"Aphelios","Rakan",4.43,13682.5,56.5,18061.5,10759.5,7
"1415",4798427740,"Kai'Sa & Annie",100,TRUE,FALSE,TRUE,16,7,6,10,3,20,"Kai'Sa","Annie",16.76,18606,46.5,12125.5,12261.5,3
"3445",4798427740,"Ashe & Karma",200,FALSE,FALSE,FALSE,9,12,10,2,10,14,"Ashe","Karma",6.62,11135.5,31.5,17593,8623.5,3
"2557",4798480415,"Kai'Sa & Annie",100,FALSE,TRUE,TRUE,5,8,1,2,13,10,"Kai'Sa","Annie",3.95,10504,34,17269.5,7771,3.5
"3446",4798480415,"Jhin & Maokai",200,TRUE,TRUE,FALSE,13,4,12,0,6,12,"Jhin","Maokai",9,18475,34.5,15242,10600.5,4.5
"1416",4798962390,"Ezreal & Twitch",100,FALSE,FALSE,FALSE,1,7,1,1,12,6,"Ezreal","Twitch",1.32,7076,24.5,11448.5,6260,1
"4527",4798962390,"Kai'Sa & Leona",200,TRUE,FALSE,TRUE,11,1,9,2,2,18,"Kai'Sa","Leona",15.5,11005,42,9624,11473,6
"2558",4800108914,"Jhin & Alistar",100,TRUE,FALSE,TRUE,9,3,10,3,12,24,"Jhin","Alistar",8.67,19602,39.5,24255.5,12208.5,5.5
"4528",4800108914,"Miss Fortune & Thresh",200,FALSE,TRUE,FALSE,9,9,13,2,6,17,"Miss Fortune","Thresh",7.64,19593,64.5,26158,12247.5,8.5
"2559",4800126870,"Vayne & Thresh",100,TRUE,FALSE,FALSE,6,5,9,3,2,14,"Vayne","Thresh",8.9,9981.5,31.5,10558.5,8960.5,3
"3447",4800126870,"Draven & Sett",200,FALSE,TRUE,TRUE,5,6,4,3,8,5,"Draven","Sett",4.65,8285.5,26,15792,8215.5,6
"2560",4800158971,"Jhin & Sett",100,FALSE,FALSE,FALSE,8,6,8,5,9,8,"Jhin","Sett",7.61,14690.5,38.5,18784.5,9166.5,7.5
"4529",4800158971,"Kai'Sa & Alistar",200,TRUE,FALSE,TRUE,11,3,9,3,6,28,"Kai'Sa","Alistar",10.83,16825,25.5,17195,10716,3
"1417",4800201178,"Jhin & Leona",100,TRUE,FALSE,FALSE,9,4,8,3,6,14,"Jhin","Leona",8.17,11759,51,14913,10597,6
"4530",4800201178,"Senna & Annie",200,FALSE,FALSE,TRUE,2,7,13,6,8,5,"Senna","Annie",5.24,9941,34,15283,8821.5,1.5
"2561",4800206784,"Ashe & Nautilus",100,TRUE,FALSE,FALSE,6,6,15,1,7,20,"Ashe","Nautilus",6.18,11667.5,53,17831,11768.5,4
"4531",4800206784,"Jhin & Seraphine",200,FALSE,FALSE,TRUE,5,7,7,3,7,14,"Jhin","Seraphine",5.5,11010,55,14034,9550,9
"2562",4800211727,"Jhin & Pantheon",100,TRUE,FALSE,FALSE,9,6,5,2,2,15,"Jhin","Pantheon",9.67,10727.5,33.5,12917.5,8219.5,4
"3448",4800211727,"Lucian & Sett",200,FALSE,FALSE,TRUE,4,7,2,0,9,6,"Lucian","Sett",2.48,7559.5,34.5,15588.5,7371,7.5
"2563",4800263719,"Jhin & Alistar",100,TRUE,TRUE,TRUE,8,3,15,3,4,23,"Jhin","Alistar",10.88,14334,38,16617,10034.5,5
"3449",4800263719,"Ezreal & Sett",200,FALSE,TRUE,FALSE,3,9,2,2,10,6,"Ezreal","Sett",2.91,13719.5,44.5,22714,7848.5,8
"1418",4800401292,"Kai'Sa & Braum",100,TRUE,FALSE,FALSE,3,3,12,0,5,16,"Kai'Sa","Braum",5.1,9977,39,14991,8766,5.5
"4532",4800401292,"Miss Fortune & Alistar",200,FALSE,FALSE,TRUE,5,5,4,0,5,10,"Miss Fortune","Alistar",3.9,13030,41,18126.5,8870,5
"1419",4800453779,"Vayne & Karma",100,FALSE,FALSE,FALSE,4,10,7,2,13,9,"Vayne","Karma",3.7,11158,34,19080.5,7503,4.5
"3450",4800453779,"Jhin & Sett",200,TRUE,FALSE,TRUE,9,5,12,7,7,15,"Jhin","Sett",10.27,11980,34.5,18197.5,10150.5,6.5
"1420",4800469872,"Lucian & Alistar",100,FALSE,FALSE,FALSE,5,6,3,3,6,6,"Lucian","Alistar",4.75,12059,33,18002.5,8408,5
"3451",4800469872,"Ashe & Leona",200,TRUE,FALSE,TRUE,6,1,8,0,5,19,"Ashe","Leona",8.9,9542,37,11051.5,8737,5.5
"2564",4800563293,"Orianna & Thresh",100,FALSE,FALSE,TRUE,0,7,10,0,9,12,"Orianna","Thresh",1.38,8223.5,34.5,17158.5,7338,7
"4533",4800563293,"Kai'Sa & Nautilus",200,TRUE,TRUE,FALSE,14,2,5,1,6,21,"Kai'Sa","Nautilus",10.5,15906,40,15493,10566.5,8.5
"2565",4800616410,"Miss Fortune & Rakan",100,FALSE,TRUE,FALSE,2,4,2,0,3,4,"Miss Fortune","Rakan",1.92,5767.5,29,10801.5,6041.5,4
"4534",4800616410,"Jhin & Pantheon",200,TRUE,TRUE,TRUE,7,2,5,1,1,9,"Jhin","Pantheon",9.75,10180,33,8681,8213.5,5
"2566",4800622375,"Lucian & Sett",100,TRUE,TRUE,TRUE,4,2,11,3,4,7,"Lucian","Sett",7.12,10818.5,39.5,13120,8958.5,4.5
"3452",4800622375,"Jhin & Alistar",200,FALSE,TRUE,FALSE,2,6,4,0,4,5,"Jhin","Alistar",1.96,6528.5,19,11816.5,6282,5.5
"1421",4800956955,"Kai'Sa & Nautilus",100,FALSE,FALSE,TRUE,4,5,1,0,3,5,"Kai'Sa","Nautilus",2.93,5424,29.5,13590,8143.5,2
"3453",4800956955,"Jhin & Pantheon",200,TRUE,FALSE,FALSE,3,1,6,6,3,6,"Jhin","Pantheon",8.5,9883,49,7341.5,8886.5,5
"1422",4801216835,"Kai'Sa & Sett",100,TRUE,TRUE,FALSE,6,11,8,6,7,8,"Kai'Sa","Sett",6.94,16456,31.5,22508.5,10179.5,4
"3454",4801216835,"Jhin & Alistar",200,FALSE,TRUE,TRUE,8,6,7,3,9,14,"Jhin","Alistar",6.86,14842,36.5,20451.5,8942.5,10
"1423",4801220411,"Jhin & Shen",100,TRUE,FALSE,FALSE,5,7,5,4,4,9,"Jhin","Shen",5.98,6937,51,14642,9314,8.5
"3455",4801220411,"Vayne & Poppy",200,FALSE,FALSE,TRUE,4,7,1,4,7,5,"Vayne","Poppy",4.43,12314,48,18334,8914.5,10
"2567",4801343021,"Kai'Sa & Leona",100,TRUE,FALSE,TRUE,5,5,3,4,3,10,"Kai'Sa","Leona",6.47,9083.5,39,15802.5,9557.5,7
"3456",4801343021,"Miss Fortune & Maokai",200,FALSE,FALSE,FALSE,0,4,3,2,4,4,"Miss Fortune","Maokai",1.88,10976,35,14788.5,7276,1.5
"1424",4801382657,"Jhin & Thresh",100,FALSE,FALSE,FALSE,2,5,6,3,4,4,"Jhin","Thresh",3.6,5975.5,36,10309.5,7298,5.5
"3457",4801382657,"Kai'Sa & Leona",200,TRUE,FALSE,TRUE,4,3,7,0,3,9,"Kai'Sa","Leona",4.67,8541.5,21,9821.5,7432,4
"1425",4801398275,"Kai'Sa & Pantheon",100,FALSE,FALSE,FALSE,6,3,4,5,10,8,"Kai'Sa","Pantheon",6.57,13145.5,33,14982.5,8253,5.5
"4535",4801398275,"Lucian & Alistar",200,TRUE,FALSE,TRUE,6,3,5,1,1,15,"Lucian","Alistar",11.83,10061.5,31.5,9867,8008.5,4
"1426",4801449554,"Yasuo & Alistar",100,TRUE,FALSE,TRUE,7,4,4,2,5,16,"Yasuo","Alistar",6.6,13123.5,40,16652,11677,3
"3458",4801449554,"Samira & Pyke",200,FALSE,TRUE,FALSE,7,6,3,5,10,10,"Samira","Pyke",6.75,14125,41.5,20904,11448,1
"1427",4801467602,"Yone & Sett",100,FALSE,FALSE,FALSE,2,8,6,0,8,8,"Yone","Sett",1.88,11360,43,23697.5,8101,7
"3459",4801467602,"Syndra & Pantheon",200,TRUE,FALSE,TRUE,4,6,8,5,7,16,"Syndra","Pantheon",6.31,17327,52,15626,9665,6
"2568",4801584469,"Vayne & Rumble",100,FALSE,FALSE,TRUE,3,11,1,2,10,16,"Vayne","Rumble",3.35,18369.5,43.5,20373,9269.5,4.5
"3460",4801584469,"Kai'Sa & Maokai",200,TRUE,TRUE,FALSE,11,4,15,4,4,21,"Kai'Sa","Maokai",12,20139.5,44.5,20650,11676.5,2.5
"1428",4801660378,"Lucian & Rakan",100,TRUE,TRUE,FALSE,18,4,9,0,3,23,"Lucian","Rakan",13.96,20333,60,16336,12398,10.5
"4536",4801660378,"Jhin & Leona",200,FALSE,TRUE,TRUE,4,10,5,1,6,9,"Jhin","Leona",3.5,7550.5,41,19718.5,9711.5,4.5
"1429",4801818906,"Samira & Ivern",100,FALSE,FALSE,TRUE,8,10,4,0,6,3,"Samira","Ivern",4.45,10375,16.5,17572,7786,4.5
"3461",4801818906,"Swain & Pyke",200,TRUE,FALSE,FALSE,9,6,12,4,4,14,"Swain","Pyke",9.25,16737.5,31.5,17640.5,10281,4
"1430",4801896169,"Ezreal & Thresh",100,TRUE,FALSE,FALSE,12,6,13,3,5,27,"Ezreal","Thresh",11.28,17182,52.5,17035.5,11280,7.5
"3462",4801896169,"Aphelios & Lulu",200,FALSE,FALSE,TRUE,8,10,3,3,12,12,"Aphelios","Lulu",6.15,14929.5,47,21051,10414.5,6.5
"1431",4801950644,"Jhin & Thresh",100,TRUE,FALSE,TRUE,4,1,7,2,0,11,"Jhin","Thresh",Inf,6121.5,31.5,7120,8267,4.5
"3463",4801950644,"Ezreal & Seraphine",200,FALSE,FALSE,FALSE,1,6,0,0,5,2,"Ezreal","Seraphine",0.7,5406.5,24,8735,5749,4.5
"2569",4802060893,"Miss Fortune & Vel'Koz",100,FALSE,FALSE,TRUE,5,8,3,1,8,5,"Miss Fortune","Vel'Koz",3.5,16455,48.5,17661,9335.5,6
"3464",4802060893,"Samira & Sett",200,TRUE,TRUE,FALSE,9,3,12,4,4,11,"Samira","Sett",9.88,13860,62.5,24723,12924,10
"2570",4802281284,"Jhin & Bard",100,TRUE,FALSE,FALSE,6,1,11,7,0,10,"Jhin","Bard",Inf,12876.5,58.5,8490,10040,9
"3465",4802281284,"Aphelios & Thresh",200,FALSE,FALSE,TRUE,0,5,3,0,5,4,"Aphelios","Thresh",0.7,7179,27.5,16097,6839,4
"1432",4802396188,"Jhin & Rumble",100,TRUE,TRUE,TRUE,4,2,7,5,3,15,"Jhin","Rumble",8.75,10807.5,24.5,7949.5,8360,5
"3466",4802396188,"Kai'Sa & Pyke",200,FALSE,TRUE,FALSE,3,3,2,1,9,5,"Kai'Sa","Pyke",2.61,5976,27.5,13592,6671,5
"1433",4802405486,"Jhin & Tahm Kench",100,TRUE,TRUE,FALSE,19,6,17,6,7,23,"Jhin","Tahm Kench",15.56,38440.5,86.5,38852,17868,10
"4537",4802405486,"Kai'Sa & Alistar",200,FALSE,TRUE,TRUE,11,8,11,0,13,19,"Kai'Sa","Alistar",6.92,26510,72,34100,13620,8
"2571",4802519366,"Samira & Leona",100,FALSE,FALSE,FALSE,10,6,5,1,5,16,"Samira","Leona",7.52,12844,55,17668.5,11332.5,7
"3467",4802519366,"Kai'Sa & Rakan",200,TRUE,FALSE,TRUE,6,5,12,1,5,19,"Kai'Sa","Rakan",6.6,14360.5,61,15974.5,9958.5,9
"1434",4802565526,"Jhin & Rakan",100,TRUE,TRUE,TRUE,13,2,5,6,5,15,"Jhin","Rakan",12.25,16663.5,40,13958,11381.5,7
"4538",4802565526,"Swain & Pantheon",200,FALSE,TRUE,FALSE,3,9,5,2,9,7,"Swain","Pantheon",3.17,9258.5,54,18330.5,8225.5,2
"2572",4802731944,"Kai'Sa & Thresh",100,TRUE,FALSE,TRUE,10,1,9,2,4,19,"Kai'Sa","Thresh",12.88,11593,42.5,10788.5,9517,5
"4539",4802731944,"Yone & Braum",200,FALSE,FALSE,FALSE,1,5,3,0,6,6,"Yone","Braum",1.3,8417,30.5,15172.5,6492,5
"1435",4803126170,"Twitch & Rakan",100,FALSE,FALSE,TRUE,5,11,5,2,7,9,"Twitch","Rakan",4.37,7400,49.5,19853.5,9481.5,10.5
"4540",4803126170,"Draven & Leona",200,TRUE,FALSE,FALSE,12,5,12,1,4,22,"Draven","Leona",10.45,18154.5,56,15322.5,13313,9.5
"1436",4803180326,"Orianna & Pyke",100,TRUE,TRUE,TRUE,3,5,15,12,6,10,"Orianna","Pyke",9.83,16637.5,56,16335.5,11874.5,2.5
"4541",4803180326,"Swain & Rakan",200,FALSE,TRUE,FALSE,5,7,3,5,11,5,"Swain","Rakan",5.44,9850,34,18022,8237,4.5
"2573",4803367512,"Miss Fortune & Thresh",100,FALSE,FALSE,TRUE,7,10,9,2,8,16,"Miss Fortune","Thresh",5.95,13677.5,48,19644,9477,12
"4542",4803367512,"Syndra & Maokai",200,TRUE,FALSE,FALSE,7,3,6,2,6,17,"Syndra","Maokai",6.92,13981,52.5,16448.5,10500,9.5
"1437",4803438242,"Kai'Sa & Thresh",100,FALSE,FALSE,TRUE,6,7,6,0,4,16,"Kai'Sa","Thresh",5.43,12280.5,41.5,17971,8876.5,5.5
"4543",4803438242,"Miss Fortune & Maokai",200,TRUE,FALSE,FALSE,7,2,11,4,7,10,"Miss Fortune","Maokai",8.96,20414.5,47,18905,11135,3
"2574",4803525121,"Orianna & Thresh",100,FALSE,TRUE,FALSE,11,7,4,3,8,12,"Orianna","Thresh",8.04,15213,39,17058.5,9478.5,7
"3468",4803525121,"Kai'Sa & Leona",200,TRUE,TRUE,TRUE,9,7,9,1,9,8,"Kai'Sa","Leona",6.09,11914,40,17596,9763.5,6.5
"1438",4803569442,"Caitlyn & Pantheon",100,FALSE,FALSE,FALSE,6,3,9,7,8,7,"Caitlyn","Pantheon",8.44,19710,39.5,18115,11487.5,4
"3469",4803569442,"Vayne & Leona",200,TRUE,FALSE,TRUE,6,4,11,3,3,20,"Vayne","Leona",9.21,16007,54.5,16845.5,12138,4
"2575",4803671471,"Xayah & Rakan",100,TRUE,FALSE,TRUE,4,2,5,3,6,14,"Xayah","Rakan",5.92,10793,42,12372.5,8619.5,6
"3470",4803671471,"Kai'Sa & Maokai",200,FALSE,FALSE,FALSE,6,4,3,1,8,7,"Kai'Sa","Maokai",4.31,13408.5,35,19560.5,8842.5,5
"2576",4803678262,"Aphelios & Lulu",100,TRUE,FALSE,FALSE,7,8,8,3,5,14,"Aphelios","Lulu",6.9,14605,31.5,12748.5,10171,4.5
"4544",4803678262,"Kai'Sa & Sett",200,FALSE,FALSE,TRUE,14,3,9,3,3,15,"Kai'Sa","Sett",12.5,15707,39,16377.5,11372,5.5
"2577",4803692452,"Jhin & Thresh",100,TRUE,FALSE,FALSE,8,5,9,3,4,16,"Jhin","Thresh",8.4,12638.5,37,15591.5,10647.5,3.5
"3471",4803692452,"Kai'Sa & Sett",200,FALSE,FALSE,TRUE,10,4,9,5,7,14,"Kai'Sa","Sett",9.62,19801.5,48,21504.5,11007.5,6
"2578",4803694781,"Aphelios & Pantheon",100,FALSE,TRUE,FALSE,1,6,4,0,8,5,"Aphelios","Pantheon",1.15,8840,29.5,15068,6056,1
"3472",4803694781,"Miss Fortune & Alistar",200,TRUE,TRUE,TRUE,6,1,6,2,2,12,"Miss Fortune","Alistar",10,11279.5,33.5,11376.5,8361.5,4.5
"1439",4803742683,"Samira & Alistar",100,FALSE,FALSE,FALSE,17,4,9,2,9,20,"Samira","Alistar",11.74,20432.5,50.5,30031,12152.5,8.5
"4545",4803742683,"Lucian & Leona",200,TRUE,FALSE,TRUE,3,13,9,5,10,12,"Lucian","Leona",4.95,15117.5,31.5,22780.5,8730.5,4
"1440",4804018030,"Varus & Leona",100,FALSE,FALSE,FALSE,2,10,2,1,9,7,"Varus","Leona",1.99,6223.5,20,14641,6064.5,7
"3473",4804018030,"Jhin & Pantheon",200,TRUE,FALSE,TRUE,20,1,8,4,4,14,"Jhin","Pantheon",17.75,19619.5,26,13133.5,11613.5,4.5
"2579",4804031423,"Kai'Sa & Leona",100,FALSE,FALSE,TRUE,15,8,11,0,12,21,"Kai'Sa","Leona",9.06,22136,82,37745,16517.5,7.5
"3474",4804031423,"Jhin & Maokai",200,TRUE,FALSE,FALSE,18,4,13,3,7,23,"Jhin","Maokai",13.77,35236.5,75,24312.5,16579,8
"2580",4804034105,"Jhin & Thresh",100,FALSE,TRUE,FALSE,2,10,8,1,8,6,"Jhin","Thresh",2.28,7610.5,22,19671,7216,3
"3475",4804034105,"Lucian & Maokai",200,TRUE,TRUE,TRUE,7,4,12,5,6,13,"Lucian","Maokai",8.58,14079.5,39.5,16093.5,10619,4.5
"1441",4804145195,"Jhin & Leona",100,TRUE,FALSE,TRUE,12,3,9,0,5,17,"Jhin","Leona",9.2,13330,41.5,14586.5,11001,5
"3476",4804145195,"Swain & Tahm Kench",200,FALSE,FALSE,FALSE,4,9,10,1,5,12,"Swain","Tahm Kench",4.26,11501,42,21147,7913.5,8
"1442",4804188958,"Kai'Sa & Rakan",100,TRUE,TRUE,FALSE,13,2,2,1,4,17,"Kai'Sa","Rakan",9.62,16422,62.5,13252.5,12066.5,7.5
"3477",4804188958,"Aphelios & Thresh",200,FALSE,TRUE,TRUE,5,7,7,1,6,12,"Aphelios","Thresh",4.5,13681,45.5,17437.5,9103.5,10
"1443",4804232385,"Syndra & Pantheon",100,TRUE,FALSE,TRUE,7,1,4,2,2,6,"Syndra","Pantheon",8,9830.5,37.5,9841.5,7959.5,4.5
"3478",4804232385,"Ezreal & Alistar",200,FALSE,FALSE,FALSE,3,4,1,0,7,2,"Ezreal","Alistar",1.77,8574,28.5,13845.5,7294,3
