"","a99","gameVersion","a11","kills","deaths","assists","totalDamageDealt","visionScore","totalDamageTaken","goldEarned","visionWardsBoughtInGame","a9","lll"
"653",4720757040,"10.21.339.2173",44,2,6,21,33853,71,18911,9933,9,TRUE,"SUP"
"654",4720757040,"10.21.339.2173",18,9,4,9,227503,36,20666,16960,1,TRUE,"BOT_CARRY"
"655",4720960207,"10.21.339.2173",427,3,6,17,29853,42,22435,9311,0,TRUE,"SUP"
"656",4720960207,"10.21.339.2173",157,9,10,9,197008,8,30218,14999,1,TRUE,"BOT_CARRY"
"657",4720991992,"10.21.339.2173",145,13,2,5,196186,34,15368,14706,1,TRUE,"BOT_CARRY"
"658",4720991992,"10.21.339.2173",412,0,2,16,19983,72,16692,6928,7,TRUE,"SUP"
"659",4720997759,"10.21.339.2173",412,2,2,18,29680,54,12382,7351,2,TRUE,"SUP"
"660",4720997759,"10.21.339.2173",145,9,3,11,127499,15,12709,12368,2,TRUE,"BOT_CARRY"
"661",4721069597,"10.21.339.2173",117,1,1,10,27961,39,4640,6011,7,TRUE,"SUP"
"662",4721074039,"10.21.339.2173",523,15,3,6,356185,56,25274,21832,7,TRUE,"BOT_CARRY"
"663",4721074039,"10.21.339.2173",412,2,5,21,18490,96,20384,10173,17,TRUE,"SUP"
"664",4721249602,"10.21.339.2173",43,4,6,14,15128,51,12848,8464,5,TRUE,"SUP"
"665",4721287293,"10.21.339.2173",429,5,3,2,137456,32,13218,11793,2,TRUE,"BOT_CARRY"
"666",4721287293,"10.21.339.2173",412,0,4,8,31536,51,13226,6309,12,TRUE,"SUP"
"667",4721444852,"10.21.339.2173",22,5,1,6,137425,15,8954,11512,1,TRUE,"BOT_CARRY"
"668",4721444852,"10.21.339.2173",432,2,1,8,21614,53,7328,6301,4,TRUE,"SUP"
"669",4721521937,"10.21.339.2173",432,1,3,21,30401,84,10632,8425,7,TRUE,"SUP"
"670",4721521937,"10.21.339.2173",22,8,2,10,178293,30,15731,14329,3,TRUE,"BOT_CARRY"
"671",4721595646,"10.21.339.2173",40,3,1,24,24563,45,7003,8289,8,TRUE,"SUP"
"672",4721595646,"10.21.339.2173",202,17,1,9,185813,29,12704,14886,3,TRUE,"BOT_CARRY"
"673",4721667237,"10.21.339.2173",43,2,6,19,17624,73,15192,8270,7,TRUE,"SUP"
"674",4721667237,"10.21.339.2173",202,5,3,17,198277,18,16848,13239,3,TRUE,"BOT_CARRY"
"675",4721828929,"10.21.339.2173",236,1,3,8,115943,12,10903,10106,2,TRUE,"BOT_CARRY"
"676",4721828929,"10.21.339.2173",432,2,3,15,15677,50,8822,6873,4,TRUE,"SUP"
"677",4721863781,"10.21.339.2173",432,1,3,11,21109,44,8816,6055,6,TRUE,"SUP"
"678",4721863781,"10.21.339.2173",51,6,1,4,123465,16,6410,11162,0,TRUE,"BOT_CARRY"
"679",4722108747,"10.21.339.2173",432,2,4,21,32020,89,14264,9361,7,TRUE,"SUP"
"680",4722108747,"10.21.339.2173",134,16,4,7,117209,29,12635,13552,11,TRUE,"BOT_CARRY"
"681",4722175240,"10.21.339.2173",432,1,2,11,21749,80,9436,7339,6,TRUE,"SUP"
"682",4722175240,"10.21.339.2173",51,7,2,6,175042,31,11190,13636,2,TRUE,"BOT_CARRY"
"683",4722202069,"10.21.339.2173",44,1,2,12,24406,31,7762,5999,10,TRUE,"SUP"
"684",4722202069,"10.21.339.2173",236,5,2,5,92791,23,10281,8439,2,TRUE,"BOT_CARRY"
"685",4723261927,"10.21.339.2173",875,0,8,20,36497,68,26837,8177,11,TRUE,"SUP"
"686",4723261927,"10.21.339.2173",523,17,1,10,252883,47,17147,19251,4,TRUE,"BOT_CARRY"
"687",4723818313,"10.21.339.2173",523,7,2,9,102373,14,11564,10688,2,TRUE,"BOT_CARRY"
"688",4723818313,"10.21.339.2173",43,2,2,13,17434,34,7908,6579,7,TRUE,"SUP"
"689",4723990762,"10.21.339.2173",202,9,7,9,147414,9,19217,13704,0,TRUE,"BOT_CARRY"
"690",4723990762,"10.21.339.2173",432,2,8,7,21182,68,17311,6927,9,TRUE,"SUP"
"691",4724139147,"10.21.339.2173",202,8,2,10,132220,13,12407,11699,2,TRUE,"BOT_CARRY"
"692",4724139147,"10.21.339.2173",432,5,3,17,21713,64,10406,7623,4,TRUE,"SUP"
"693",4724311645,"10.21.339.2173",119,14,3,5,299202,73,22888,20915,2,TRUE,"BOT_CARRY"
"694",4724311645,"10.21.339.2173",12,4,7,18,29805,92,31025,10385,16,TRUE,"SUP"
"695",4724376161,"10.21.339.2173",145,5,5,9,103201,13,13679,10462,0,TRUE,"BOT_CARRY"
"696",4724376161,"10.21.339.2173",44,4,2,12,30524,39,12861,7807,9,TRUE,"SUP"
"697",4724397695,"10.21.339.2173",432,2,5,23,19384,71,12969,8198,7,TRUE,"SUP"
"698",4724397695,"10.21.339.2173",51,13,5,13,144254,18,15292,14179,2,TRUE,"BOT_CARRY"
"699",4724521808,"10.21.339.2173",43,2,11,14,18405,74,18662,8804,12,TRUE,"SUP"
"700",4724521808,"10.21.339.2173",51,10,8,11,247540,40,25630,16659,2,TRUE,"BOT_CARRY"
"701",4724555750,"10.21.339.2173",432,1,2,13,25387,60,12254,6880,7,TRUE,"SUP"
"702",4724555750,"10.21.339.2173",81,6,2,11,150765,18,14364,13028,3,TRUE,"BOT_CARRY"
"703",4724600949,"10.21.339.2173",432,5,10,24,57035,100,23981,11204,10,TRUE,"SUP"
"704",4724600949,"10.21.339.2173",202,7,9,20,247718,32,33222,14902,3,TRUE,"BOT_CARRY"
"705",4724902170,"10.21.339.2173",202,11,6,11,353542,19,23855,20545,0,TRUE,"BOT_CARRY"
"706",4724902170,"10.21.339.2173",44,4,6,19,38063,70,21913,10425,11,TRUE,"SUP"
"707",4725622303,"10.21.339.2173",145,6,3,6,173082,39,12695,14452,0,TRUE,"BOT_CARRY"
"708",4725622303,"10.21.339.2173",99,0,4,14,29058,50,6213,6934,7,TRUE,"SUP"
"709",4725683242,"10.21.339.2173",412,0,2,9,17036,44,8234,6123,8,TRUE,"SUP"
"710",4725683242,"10.21.339.2173",523,9,1,1,149361,13,9365,12488,1,TRUE,"BOT_CARRY"
"711",4725783485,"10.21.339.2173",40,1,4,23,21439,49,8885,7554,9,TRUE,"SUP"
"712",4725783485,"10.21.339.2173",69,8,2,8,168220,13,19705,12773,3,TRUE,"BOT_CARRY"
"713",4725855018,"10.21.339.2173",350,0,5,24,14996,49,9858,8057,8,TRUE,"SUP"
"714",4725855018,"10.21.339.2173",81,6,8,10,143430,14,20810,12583,1,TRUE,"BOT_CARRY"
"715",4726129799,"10.21.339.2173",412,2,1,17,21094,67,9806,8418,13,TRUE,"SUP"
"716",4726217878,"10.21.339.2173",12,6,3,25,33951,57,19951,9307,12,TRUE,"SUP"
"717",4726217878,"10.21.339.2173",777,11,2,11,146766,14,22294,12700,2,TRUE,"BOT_CARRY"
"718",4726476247,"10.21.339.2173",22,4,2,10,250185,46,12077,15061,5,TRUE,"BOT_CARRY"
"719",4726476247,"10.21.339.2173",80,8,6,8,58225,104,18033,10840,12,TRUE,"SUP"
"720",4726698325,"10.21.339.2173",875,4,3,23,38934,75,26362,10007,10,TRUE,"SUP"
"721",4726698325,"10.21.339.2173",18,17,5,11,229220,34,24111,17107,5,TRUE,"BOT_CARRY"
"722",4726702551,"10.21.339.2173",51,8,3,16,234927,47,19370,14807,9,TRUE,"BOT_CARRY"
"723",4726702551,"10.21.339.2173",432,3,8,25,31109,111,21491,10385,16,TRUE,"SUP"
"724",4727484422,"10.21.339.2173",235,17,7,20,185616,25,27435,18613,2,TRUE,"BOT_CARRY"
"725",4727484422,"10.21.339.2173",497,2,7,28,36947,83,25094,10515,6,TRUE,"SUP"
"726",4727600398,"10.21.339.2173",235,4,4,16,107669,19,17386,11806,4,TRUE,"BOT_CARRY"
"727",4727600398,"10.21.339.2173",79,1,4,15,39970,62,23982,7404,13,TRUE,"SUP"
"728",4727606304,"10.21.339.2173",44,4,2,20,34721,60,15204,8919,9,TRUE,"SUP"
"729",4727606304,"10.21.339.2173",202,9,4,10,170731,33,12428,14244,2,TRUE,"BOT_CARRY"
"730",4727661765,"10.21.339.2173",21,10,3,11,195065,31,14528,15403,1,TRUE,"BOT_CARRY"
"731",4727661765,"10.21.339.2173",111,2,5,14,29349,56,13980,8426,13,TRUE,"SUP"
"732",4727676648,"10.21.339.2173",117,0,1,9,34329,82,7594,7669,18,TRUE,"SUP"
"733",4727676648,"10.21.339.2173",51,6,1,5,267637,32,13495,15425,4,TRUE,"BOT_CARRY"
"734",4727705893,"10.21.339.2173",497,1,4,16,24289,64,10436,6540,8,TRUE,"SUP"
"735",4727705893,"10.21.339.2173",81,8,5,6,115269,15,16486,12192,1,TRUE,"BOT_CARRY"
"736",4727719687,"10.21.339.2173",40,1,2,22,25128,52,11482,7514,6,TRUE,"SUP"
"737",4727923420,"10.21.339.2173",44,0,3,17,23454,34,9642,5909,6,TRUE,"SUP"
"738",4727923420,"10.21.339.2173",81,7,3,7,78778,11,9960,9948,1,TRUE,"BOT_CARRY"
"739",4728033264,"10.21.339.2173",360,7,2,10,149959,14,21911,13293,0,TRUE,"BOT_CARRY"
"740",4728033264,"10.21.339.2173",432,0,5,26,27786,92,16209,8033,14,TRUE,"SUP"
"741",4728151822,"10.21.339.2173",523,5,4,10,95275,13,10752,10137,3,TRUE,"BOT_CARRY"
"742",4728151822,"10.21.339.2173",875,1,3,14,21828,36,11587,6487,5,TRUE,"SUP"
"743",4728165683,"10.21.339.2173",523,19,4,4,227741,36,16019,18650,5,TRUE,"BOT_CARRY"
"744",4728165683,"10.21.339.2173",412,0,5,18,18091,67,13548,7756,10,TRUE,"SUP"
"745",4728394677,"10.21.339.2173",412,6,7,28,25301,116,22940,12242,21,TRUE,"SUP"
"746",4728394677,"10.21.339.2173",202,14,3,15,278136,28,25416,18567,3,TRUE,"BOT_CARRY"
"747",4728723776,"10.21.339.2173",35,4,3,15,19920,59,10521,8082,11,TRUE,"SUP"
"748",4728723776,"10.21.339.2173",61,4,4,9,155309,17,13671,12464,2,TRUE,"BOT_CARRY"
"749",4729263958,"10.21.339.2173",44,2,2,16,27232,41,10988,7652,5,TRUE,"SUP"
"750",4729263958,"10.21.339.2173",523,10,4,8,160539,17,14662,13151,3,TRUE,"BOT_CARRY"
"751",4729336719,"10.21.339.2173",16,1,4,13,16462,53,7935,6290,3,TRUE,"SUP"
"752",4729336719,"10.21.339.2173",523,4,6,8,101334,11,13464,10203,0,TRUE,"BOT_CARRY"
"753",4729371464,"10.21.339.2173",12,0,4,21,13725,62,14342,6655,8,TRUE,"SUP"
"754",4729371464,"10.21.339.2173",21,10,4,9,116857,32,12498,12027,3,TRUE,"BOT_CARRY"
"755",4729371926,"10.21.339.2173",875,2,2,17,31316,53,16669,6787,8,TRUE,"SUP"
"756",4729371926,"10.21.339.2173",22,4,6,10,97794,16,16564,9536,0,TRUE,"BOT_CARRY"
"757",4729396509,"10.21.339.2173",111,6,2,10,24452,33,10215,8311,10,TRUE,"SUP"
"758",4729396509,"10.21.339.2173",523,8,2,7,119802,24,14644,11257,4,TRUE,"BOT_CARRY"
"759",4729426021,"10.21.339.2173",117,5,6,24,26960,105,16162,11592,12,TRUE,"SUP"
"760",4729426021,"10.21.339.2173",202,14,4,12,340125,36,23447,18230,1,TRUE,"BOT_CARRY"
"761",4729689671,"10.21.339.2173",43,2,6,9,33962,51,11776,7631,9,TRUE,"SUP"
"762",4729689671,"10.21.339.2173",777,10,3,5,145961,19,17130,13810,1,TRUE,"BOT_CARRY"
"763",4730031887,"10.21.339.2173",89,5,3,21,18177,51,11991,8210,13,TRUE,"SUP"
"764",4730031887,"10.21.339.2173",22,9,4,16,100652,42,11870,11988,3,TRUE,"BOT_CARRY"
"765",4730141770,"10.21.339.2173",555,3,2,13,23391,57,11704,8499,8,TRUE,"SUP"
"766",4730141770,"10.21.339.2173",61,6,2,14,100628,20,10486,9610,2,TRUE,"BOT_CARRY"
"767",4730268208,"10.21.339.2173",432,0,1,20,31985,111,10410,8180,18,TRUE,"SUP"
"768",4730268208,"10.21.339.2173",81,3,5,8,186106,21,17733,12629,1,TRUE,"BOT_CARRY"
"769",4730321538,"10.21.339.2173",164,2,1,14,39151,102,18375,9344,12,TRUE,"SUP"
"770",4730321538,"10.21.339.2173",429,7,2,11,273882,33,20184,16749,1,TRUE,"BOT_CARRY"
"771",4730548367,"10.21.339.2173",79,1,4,14,35717,89,24270,9328,9,TRUE,"SUP"
"772",4730548367,"10.21.339.2173",81,12,2,9,266786,57,22551,18898,4,TRUE,"BOT_CARRY"
"773",4730702201,"10.21.339.2173",44,1,2,10,27599,32,11051,6506,3,TRUE,"SUP"
"774",4730702201,"10.21.339.2173",523,6,2,8,123571,28,13297,11740,3,TRUE,"BOT_CARRY"
"775",4731054251,"10.21.339.2173",12,1,1,16,24366,89,22986,9139,11,TRUE,"SUP"
"776",4731138628,"10.21.339.2173",117,2,3,17,23432,60,9167,7967,10,TRUE,"SUP"
"777",4731138628,"10.21.339.2173",202,11,4,7,120125,18,12980,12401,7,TRUE,"BOT_CARRY"
"778",4731246510,"10.21.339.2173",12,1,3,15,20148,55,12806,6773,9,TRUE,"SUP"
"779",4731246510,"10.21.339.2173",235,0,0,14,79769,25,6341,9268,6,TRUE,"BOT_CARRY"
"780",4731303701,"10.21.339.2173",202,5,1,10,102430,23,5670,10138,5,TRUE,"BOT_CARRY"
"781",4731303701,"10.21.339.2173",89,0,5,12,17440,35,11241,5390,10,TRUE,"SUP"
"782",4731401035,"10.21.339.2173",412,0,3,16,19484,75,15220,8281,12,TRUE,"SUP"
"783",4731401035,"10.21.339.2173",236,10,7,4,188904,21,24214,14337,0,TRUE,"BOT_CARRY"
"784",4731437929,"10.21.339.2173",110,19,5,8,211486,40,19816,17166,5,TRUE,"BOT_CARRY"
"785",4731437929,"10.21.339.2173",111,0,8,17,26763,76,19754,8224,9,TRUE,"SUP"
"786",4731720173,"10.21.339.2173",412,1,1,12,19481,45,6281,6558,10,TRUE,"SUP"
"787",4731720173,"10.21.339.2173",22,5,2,6,92375,24,7647,10003,4,TRUE,"BOT_CARRY"
"788",4731747932,"10.21.339.2173",429,9,3,4,132856,23,10424,11672,2,TRUE,"BOT_CARRY"
"789",4731747932,"10.21.339.2173",412,0,1,13,14951,55,6000,5859,10,TRUE,"SUP"
"790",4731849101,"10.21.339.2173",12,1,3,14,17591,56,16586,7225,9,TRUE,"SUP"
"791",4731849101,"10.21.339.2173",202,6,6,9,161672,14,14784,11805,2,TRUE,"BOT_CARRY"
"792",4732211157,"10.21.339.2173",81,13,2,3,201231,24,15810,15585,1,TRUE,"BOT_CARRY"
"793",4732211157,"10.21.339.2173",497,2,2,19,28613,116,13754,8891,11,TRUE,"SUP"
"794",4732261438,"10.21.339.2173",74,7,1,9,223489,22,12960,14799,6,TRUE,"BOT_CARRY"
"795",4732261438,"10.21.339.2173",432,2,4,16,25951,79,20257,9294,10,TRUE,"SUP"
"796",4732269715,"10.21.339.2173",412,0,3,18,19386,109,27134,11223,23,TRUE,"SUP"
"797",4732273638,"10.21.339.2173",202,7,4,13,120660,17,10021,10734,1,TRUE,"BOT_CARRY"
"798",4732273638,"10.21.339.2173",40,0,5,18,17106,61,8046,5638,4,TRUE,"SUP"
"799",4732453719,"10.21.339.2173",89,2,0,7,22864,52,3779,6360,6,TRUE,"SUP"
"800",4732453719,"10.21.339.2173",203,1,0,2,76581,15,7219,7807,1,TRUE,"BOT_CARRY"
"801",4732480800,"10.21.339.2173",203,6,5,7,98767,19,21196,9684,3,TRUE,"BOT_CARRY"
"802",4732480800,"10.21.339.2173",497,1,4,23,16936,46,11023,7495,9,TRUE,"SUP"
"803",4732946802,"10.21.339.2173",201,2,5,10,17708,28,11317,6114,4,TRUE,"SUP"
"804",4733285574,"10.21.339.2173",80,2,3,1,32572,77,8107,6551,8,TRUE,"SUP"
"805",4733285574,"10.21.339.2173",202,2,1,8,133756,18,6521,10498,3,TRUE,"BOT_CARRY"
"806",4733377080,"10.21.339.2173",432,3,3,11,26386,81,13083,7734,11,TRUE,"SUP"
"807",4733409849,"10.21.339.2173",80,4,7,12,39560,81,23152,8915,12,TRUE,"SUP"
"808",4733409849,"10.21.339.2173",81,5,3,6,112672,16,13666,10734,0,TRUE,"BOT_CARRY"
"809",4733636455,"10.21.339.2173",432,4,3,18,35326,150,21528,10377,15,TRUE,"SUP"
"810",4733636455,"10.21.339.2173",51,8,3,13,289878,42,18369,17298,7,TRUE,"BOT_CARRY"
"811",4733646335,"10.21.339.2173",875,1,3,8,26198,61,15007,6804,11,TRUE,"SUP"
"812",4733646335,"10.21.339.2173",145,6,3,7,127046,28,14145,11850,3,TRUE,"BOT_CARRY"
"813",4733921558,"10.21.339.2173",875,7,3,9,28887,54,14763,8135,8,TRUE,"SUP"
"814",4733921558,"10.21.339.2173",202,6,2,9,129010,17,10438,11660,1,TRUE,"BOT_CARRY"
"815",4734163957,"10.21.339.2173",412,3,2,14,25179,46,12021,8329,7,TRUE,"SUP"
"816",4734163957,"10.21.339.2173",523,6,2,10,166158,28,12548,12670,4,TRUE,"BOT_CARRY"
"817",4734320430,"10.21.339.2173",21,5,1,12,138885,19,6990,11887,2,TRUE,"BOT_CARRY"
"818",4734320430,"10.21.339.2173",111,1,3,12,26494,56,9011,6443,9,TRUE,"SUP"
"819",4734556692,"10.21.339.2173",40,2,3,28,43196,97,16726,10432,11,TRUE,"SUP"
"820",4734556692,"10.21.339.2173",81,14,4,13,275196,28,21822,17161,1,TRUE,"BOT_CARRY"
"821",4734608582,"10.21.339.2173",875,2,4,18,36329,58,25608,8110,4,TRUE,"SUP"
"822",4734608582,"10.21.339.2173",202,9,1,9,167556,14,14917,13375,3,TRUE,"BOT_CARRY"
"823",4734789258,"10.21.339.2173",53,4,7,19,16691,57,20763,9336,9,TRUE,"SUP"
"824",4734817684,"10.21.339.2173",875,2,7,16,29172,46,16081,7576,4,TRUE,"SUP"
"825",4734817684,"10.21.339.2173",61,7,2,10,171392,29,8977,12925,3,TRUE,"BOT_CARRY"
"826",4734875374,"10.21.339.2173",43,5,2,18,27918,45,9322,9307,6,TRUE,"SUP"
"827",4734875374,"10.21.339.2173",61,3,4,5,122537,16,11350,9361,1,TRUE,"BOT_CARRY"
"828",4735101490,"10.21.339.2173",145,4,2,8,177022,18,9666,12299,2,TRUE,"BOT_CARRY"
"829",4735101490,"10.21.339.2173",497,2,0,9,16806,70,9058,7054,4,TRUE,"SUP"
"830",4735205054,"10.21.339.2173",523,8,6,9,226308,36,16510,15198,2,TRUE,"BOT_CARRY"
"831",4735205054,"10.21.339.2173",111,0,13,11,28380,101,23487,8111,26,TRUE,"SUP"
"832",4735436967,"10.21.339.2173",412,2,1,18,25342,58,13166,7788,12,TRUE,"SUP"
"833",4735436967,"10.21.339.2173",119,8,1,7,170782,18,13661,15254,2,TRUE,"BOT_CARRY"
"834",4735516432,"10.21.339.2173",432,2,3,24,32679,86,14621,7512,9,TRUE,"SUP"
"835",4735516432,"10.21.339.2173",81,6,7,14,99794,20,17354,11050,1,TRUE,"BOT_CARRY"
"836",4735576008,"10.21.339.2173",875,2,5,16,36368,46,22736,7356,10,TRUE,"SUP"
"837",4735576008,"10.21.339.2173",21,9,3,15,149248,23,15355,12970,0,TRUE,"BOT_CARRY"
"838",4735706245,"10.21.339.2173",223,0,3,16,31078,30,11771,6313,0,TRUE,"SUP"
"839",4735706245,"10.21.339.2173",236,8,4,11,123816,22,11731,10660,1,TRUE,"BOT_CARRY"
"840",4735784041,"10.21.339.2173",203,18,1,1,138132,23,18776,14342,2,TRUE,"BOT_CARRY"
"841",4735784041,"10.21.339.2173",497,1,3,16,18206,60,9464,7441,9,TRUE,"SUP"
"842",4735855271,"10.21.339.2173",202,6,5,13,153216,25,18344,12687,1,TRUE,"BOT_CARRY"
"843",4735855271,"10.21.339.2173",40,3,4,20,23099,76,13132,9285,8,TRUE,"SUP"
"844",4735883072,"10.21.339.2173",89,4,6,24,20831,77,20156,8987,15,TRUE,"SUP"
"845",4735883072,"10.21.339.2173",81,13,5,17,211848,16,14443,17036,3,TRUE,"BOT_CARRY"
"846",4735933186,"10.21.339.2173",203,10,5,13,129732,10,17410,12052,1,TRUE,"BOT_CARRY"
"847",4735933186,"10.21.339.2173",111,1,4,15,21944,33,13569,7352,5,TRUE,"SUP"
"848",4735977142,"10.21.339.2173",51,6,6,15,229243,41,16687,16531,6,TRUE,"BOT_CARRY"
"849",4735977142,"10.21.339.2173",432,2,5,22,28475,106,18128,9619,11,TRUE,"SUP"
"850",4735992564,"10.21.339.2173",523,10,1,6,199505,34,12495,15417,2,TRUE,"BOT_CARRY"
"851",4735992564,"10.21.339.2173",12,0,6,17,22788,59,21600,7358,9,TRUE,"SUP"
"852",4736003754,"10.21.339.2173",497,3,3,13,21467,70,15119,7566,10,TRUE,"SUP"
"853",4736003754,"10.21.339.2173",29,10,3,6,162420,13,15224,12980,0,TRUE,"BOT_CARRY"
"854",4736094014,"10.21.339.2173",35,7,2,5,25214,35,9195,7732,3,TRUE,"SUP"
"855",4736094014,"10.21.339.2173",202,4,2,7,99755,11,12586,8508,0,TRUE,"BOT_CARRY"
"856",4736126952,"10.21.339.2173",22,7,6,3,98451,22,14433,9692,3,TRUE,"BOT_CARRY"
"857",4736126952,"10.21.339.2173",432,2,1,7,18572,63,9318,6157,6,TRUE,"SUP"
"858",4736200261,"10.21.339.2173",412,0,4,15,20905,59,18187,7823,11,TRUE,"SUP"
"859",4736200261,"10.21.339.2173",51,17,2,3,317192,65,20286,19996,3,TRUE,"BOT_CARRY"
"860",4736538441,"10.21.339.2173",412,1,3,21,15141,38,11069,6994,9,TRUE,"SUP"
"861",4736548861,"10.21.339.2173",875,4,7,14,39484,106,27191,10400,25,TRUE,"SUP"
"862",4736628169,"10.21.339.2173",51,12,3,12,284508,49,19118,17482,3,TRUE,"BOT_CARRY"
"863",4736628169,"10.21.339.2173",432,0,4,21,23888,81,17254,8633,13,TRUE,"SUP"
"864",4736642751,"10.21.339.2173",80,6,7,13,43545,90,20060,8696,14,TRUE,"SUP"
"865",4736702450,"10.21.339.2173",40,1,1,13,20254,46,5015,6421,5,TRUE,"SUP"
"866",4736702450,"10.21.339.2173",21,1,4,6,102301,16,9947,8446,0,TRUE,"BOT_CARRY"
"867",4736870052,"10.21.339.2173",360,9,4,9,131383,19,17923,12106,0,TRUE,"BOT_CARRY"
"868",4736870052,"10.21.339.2173",57,3,3,15,42815,49,18564,7598,6,TRUE,"SUP"
"869",4736882301,"10.21.339.2173",43,5,2,14,27166,47,9712,8719,4,TRUE,"SUP"
"870",4736882301,"10.21.339.2173",69,11,1,10,148007,18,16321,13204,2,TRUE,"BOT_CARRY"
"871",4737294181,"10.21.339.2173",202,5,0,7,305650,51,12200,16188,4,TRUE,"BOT_CARRY"
"872",4737294181,"10.21.339.2173",89,1,2,11,23251,107,13336,8982,16,TRUE,"SUP"
"873",4737383322,"10.21.339.2173",21,4,2,4,195554,24,13037,13196,2,TRUE,"BOT_CARRY"
"874",4737383322,"10.21.339.2173",875,1,4,7,22524,59,17486,7439,7,TRUE,"SUP"
"875",4737403842,"10.21.339.2173",43,2,3,22,19301,63,11209,8065,9,TRUE,"SUP"
"876",4737443220,"10.21.339.2173",89,1,0,24,25264,67,9875,7486,10,TRUE,"SUP"
"877",4737443220,"10.21.339.2173",360,7,7,16,116866,24,18843,11507,3,TRUE,"BOT_CARRY"
"878",4737472409,"10.21.339.2173",236,7,11,10,126590,20,21796,12061,3,TRUE,"BOT_CARRY"
"879",4737472409,"10.21.339.2173",89,3,7,12,24868,49,14135,7958,10,TRUE,"SUP"
"880",4737553895,"10.21.339.2173",432,2,4,17,37898,76,13046,8000,9,TRUE,"SUP"
"881",4737553895,"10.21.339.2173",81,12,4,10,144064,20,15528,13724,1,TRUE,"BOT_CARRY"
"882",4737602564,"10.21.339.2173",875,4,1,10,42362,50,11493,7458,6,TRUE,"SUP"
"883",4737602564,"10.21.339.2173",81,8,1,7,110241,10,7465,10358,1,TRUE,"BOT_CARRY"
"884",4737664986,"10.21.339.2173",89,2,5,18,16704,36,12753,6953,6,TRUE,"SUP"
"885",4737664986,"10.21.339.2173",360,13,4,7,115462,18,17246,12380,3,TRUE,"BOT_CARRY"
"886",4737699058,"10.21.339.2173",111,1,3,15,21562,39,8101,6238,4,TRUE,"SUP"
"887",4737699058,"10.21.339.2173",145,15,3,7,115635,13,13121,13262,2,TRUE,"BOT_CARRY"
"888",4737728934,"10.21.339.2173",89,2,5,16,22507,70,20743,8915,12,TRUE,"SUP"
"889",4737728934,"10.21.339.2173",236,8,5,9,263715,30,19900,16641,4,TRUE,"BOT_CARRY"
"890",4737739159,"10.21.339.2173",89,5,4,11,17555,56,18511,7875,15,TRUE,"SUP"
"891",4737739159,"10.21.339.2173",81,7,4,7,107650,36,10360,10651,1,TRUE,"BOT_CARRY"
"892",4737786031,"10.21.339.2173",53,5,7,22,27317,50,20948,10634,6,TRUE,"SUP"
"893",4737786031,"10.21.339.2173",119,12,12,12,143722,8,21569,14908,3,TRUE,"BOT_CARRY"
"894",4737814461,"10.21.339.2173",79,0,3,9,32411,75,13513,6659,12,TRUE,"SUP"
"895",4737814461,"10.21.339.2173",81,4,1,4,172265,28,9312,13331,5,TRUE,"BOT_CARRY"
"896",4737865918,"10.21.339.2173",12,1,3,18,15514,53,17810,6887,8,TRUE,"SUP"
"897",4737865918,"10.21.339.2173",145,6,3,11,118409,36,12072,11123,5,TRUE,"BOT_CARRY"
"898",4737915864,"10.21.339.2173",57,1,8,20,34526,71,24211,8262,7,TRUE,"SUP"
"899",4737915864,"10.21.339.2173",145,17,5,12,221189,29,24753,18794,3,TRUE,"BOT_CARRY"
"900",4738019186,"10.21.339.2173",81,5,4,19,99461,17,15198,10769,2,TRUE,"BOT_CARRY"
"901",4738019186,"10.21.339.2173",12,1,6,23,17804,56,16368,6553,7,TRUE,"SUP"
"902",4738040108,"10.21.339.2173",89,0,4,20,23079,48,14129,7334,7,TRUE,"SUP"
"903",4738040108,"10.21.339.2173",81,9,2,15,140899,27,14629,12890,3,TRUE,"BOT_CARRY"
"904",4738085143,"10.21.339.2173",202,12,2,12,239813,34,20744,16950,5,TRUE,"BOT_CARRY"
"905",4738085143,"10.21.339.2173",350,3,1,26,23126,80,6028,8736,10,TRUE,"SUP"
"906",4738090969,"10.21.339.2173",81,7,2,8,151648,35,12456,12944,1,TRUE,"BOT_CARRY"
"907",4738090969,"10.21.339.2173",40,2,2,16,21826,78,7697,8319,10,TRUE,"SUP"
"908",4738099560,"10.21.339.2173",145,14,7,10,178265,16,17877,15562,0,TRUE,"BOT_CARRY"
"909",4738099560,"10.21.339.2173",111,1,8,13,25496,47,18285,7675,9,TRUE,"SUP"
"910",4738248926,"10.21.339.2173",203,6,5,17,194646,38,21543,14070,2,TRUE,"BOT_CARRY"
"911",4738248926,"10.21.339.2173",875,8,7,16,35969,81,28840,10878,9,TRUE,"SUP"
"912",4738315952,"10.21.339.2173",110,3,1,6,124439,16,9320,10217,2,TRUE,"BOT_CARRY"
"913",4738315952,"10.21.339.2173",80,3,3,7,30841,38,12635,7028,6,TRUE,"SUP"
"914",4738344936,"10.21.339.2173",69,7,4,7,202953,47,28957,15602,6,TRUE,"BOT_CARRY"
"915",4738344936,"10.21.339.2173",89,1,5,12,18350,80,24983,8993,15,TRUE,"SUP"
"916",4738554822,"10.21.339.2173",202,3,1,11,111030,22,8217,10950,4,TRUE,"BOT_CARRY"
"917",4738554822,"10.21.339.2173",555,8,3,7,34734,75,11842,12153,6,TRUE,"SUP"
