"","a99","gameVersion","a11","kills","deaths","assists","totalDamageDealt","visionScore","totalDamageTaken","goldEarned","visionWardsBoughtInGame","a9","lll"
"5237",4812456144,"10.24.345.8390",202,8,6,9,153725,30,15163,12660,3,TRUE,"BOT_CARRY"
"2241",4812523221,"10.24.345.8390",57,2,9,28,43803,53,32364,9423,4,TRUE,"SUP"
"5238",4812523221,"10.24.345.8390",202,19,5,8,198158,14,18206,17035,1,TRUE,"BOT_CARRY"
"2242",4812569714,"10.24.345.8390",145,7,4,5,128891,10,11904,11358,0,TRUE,"BOT_CARRY"
"3235",4812569714,"10.24.345.8390",57,2,5,17,29987,49,16614,7336,5,TRUE,"SUP"
"8226",4812574955,"10.24.345.8390",81,10,5,8,194416,26,21267,14885,0,TRUE,"BOT_CARRY"
"9240",4812574955,"10.24.345.8390",57,4,8,16,40871,60,23679,9416,7,TRUE,"SUP"
"8227",4812638684,"10.24.345.8390",145,11,8,15,220663,33,35621,16486,1,TRUE,"BOT_CARRY"
"9241",4812638684,"10.24.345.8390",875,2,10,19,60537,105,38288,9954,9,TRUE,"SUP"
"6188",4812683335,"10.24.345.8390",89,1,6,19,20580,51,16853,7206,9,TRUE,"SUP"
"9242",4812683335,"10.24.345.8390",145,12,2,12,176753,24,12551,14064,3,TRUE,"BOT_CARRY"
"1298",4812806849,"10.24.345.8390",80,5,7,20,62342,68,20196,9837,3,TRUE,"SUP"
"2243",4812806849,"10.24.345.8390",236,5,7,14,85239,19,19197,10665,2,TRUE,"BOT_CARRY"
"3236",4812873953,"10.24.345.8390",80,5,4,15,26088,54,10237,7794,6,TRUE,"SUP"
"4260",4812873953,"10.24.345.8390",145,7,1,9,109496,18,13039,11017,1,TRUE,"BOT_CARRY"
"2244",4813538365,"10.24.345.8390",21,7,1,5,105267,25,8729,10603,2,TRUE,"BOT_CARRY"
"3237",4813538365,"10.24.345.8390",111,1,2,17,21649,44,10689,6802,2,TRUE,"SUP"
"2245",4813615300,"10.24.345.8390",119,4,7,6,124945,20,18064,11488,0,TRUE,"BOT_CARRY"
"3238",4813615300,"10.24.345.8390",412,0,8,14,19827,69,16178,7474,12,TRUE,"SUP"
"6189",4813626436,"10.24.345.8390",145,6,5,7,80883,9,13759,9231,0,TRUE,"BOT_CARRY"
"9243",4813626436,"10.24.345.8390",89,4,3,13,17741,56,11224,7143,9,TRUE,"SUP"
"2246",4813811035,"10.24.345.8390",89,2,4,13,19413,55,13324,7241,11,TRUE,"SUP"
"3239",4813811035,"10.24.345.8390",236,5,5,4,121632,32,12721,11264,2,TRUE,"BOT_CARRY"
"3240",4813828204,"10.24.345.8390",555,6,6,16,18291,85,15804,10900,8,TRUE,"SUP"
"4261",4813828204,"10.24.345.8390",202,4,3,21,123697,20,14316,11352,5,TRUE,"BOT_CARRY"
"2247",4813831695,"10.24.345.8390",875,2,4,6,20364,54,10994,5921,6,TRUE,"SUP"
"5239",4813831695,"10.24.345.8390",145,7,4,6,117009,19,11422,11540,1,TRUE,"BOT_CARRY"
"7222",4814017605,"10.24.345.8390",110,6,1,10,137191,21,6546,11778,3,TRUE,"BOT_CARRY"
"8228",4814017605,"10.24.345.8390",12,2,4,16,19345,66,20098,7710,12,TRUE,"SUP"
"5240",4814343702,"10.24.345.8390",412,2,3,12,15499,61,13568,6660,10,TRUE,"SUP"
"1299",4814429647,"10.24.345.8390",57,0,4,12,42142,49,17494,7237,3,TRUE,"SUP"
"3241",4814429647,"10.24.345.8390",81,12,4,8,186420,18,24313,14252,5,TRUE,"BOT_CARRY"
"2248",4814592999,"10.24.345.8390",67,4,6,10,192827,37,28806,14413,6,TRUE,"BOT_CARRY"
"3242",4814592999,"10.24.345.8390",161,7,12,10,65476,83,26281,11600,12,TRUE,"SUP"
"9244",4815216328,"10.24.345.8390",145,1,8,8,155146,18,24492,11397,2,TRUE,"BOT_CARRY"
"10215",4815216328,"10.24.345.8390",875,1,9,4,34826,66,20468,7130,9,TRUE,"SUP"
"2249",4815221933,"10.24.345.8390",236,5,9,10,153152,61,26016,11706,7,TRUE,"BOT_CARRY"
"5241",4815221933,"10.24.345.8390",350,2,5,27,12134,43,8496,8524,8,TRUE,"SUP"
"9245",4815223480,"10.24.345.8390",236,4,3,7,164543,19,13213,12281,0,TRUE,"BOT_CARRY"
"10216",4815223480,"10.24.345.8390",555,10,2,10,25137,100,10199,12225,6,TRUE,"SUP"
"6190",4815245972,"10.24.345.8390",89,2,5,10,26040,63,14937,7539,10,TRUE,"SUP"
"9246",4815245972,"10.24.345.8390",145,8,5,7,179731,25,23463,13711,2,TRUE,"BOT_CARRY"
"6191",4815258903,"10.24.345.8390",67,14,4,6,110222,13,14042,13752,0,TRUE,"BOT_CARRY"
"10217",4815258903,"10.24.345.8390",80,2,3,13,41414,50,10757,7705,4,TRUE,"SUP"
"2250",4815267189,"10.24.345.8390",80,4,2,13,38438,59,12988,7756,4,TRUE,"SUP"
"7223",4815276171,"10.24.345.8390",25,4,6,15,31859,55,14681,8771,8,TRUE,"SUP"
"8229",4815276171,"10.24.345.8390",51,12,5,6,162294,23,14116,14402,1,TRUE,"BOT_CARRY"
"2251",4815302498,"10.24.345.8390",497,2,6,11,19455,43,15134,7195,4,TRUE,"SUP"
"4262",4815302498,"10.24.345.8390",202,0,5,12,95924,13,15842,8928,3,TRUE,"BOT_CARRY"
"1300",4815649148,"10.24.345.8390",147,2,3,3,25454,39,5092,6099,6,TRUE,"SUP"
"3243",4815649148,"10.24.345.8390",145,2,0,2,79387,13,6089,8105,0,TRUE,"BOT_CARRY"
"7224",4815677759,"10.24.345.8390",89,0,5,20,18792,45,11598,6506,9,TRUE,"SUP"
"9247",4815677759,"10.24.345.8390",145,12,5,12,155207,20,15208,14149,2,TRUE,"BOT_CARRY"
"9248",4815754833,"10.24.345.8390",117,8,4,14,37078,93,13868,11877,11,TRUE,"SUP"
"3244",4816191393,"10.24.345.8390",81,11,5,13,184368,23,23081,13810,3,TRUE,"BOT_CARRY"
"4263",4816191393,"10.24.345.8390",267,3,7,27,24422,85,14670,9631,11,TRUE,"SUP"
"8230",4816361910,"10.24.345.8390",235,1,5,23,72511,20,20869,10165,5,TRUE,"BOT_CARRY"
"10218",4816361910,"10.24.345.8390",875,3,4,16,28088,78,20531,7997,13,TRUE,"SUP"
"1301",4816424698,"10.24.345.8390",223,3,1,14,28354,58,10010,7525,9,TRUE,"SUP"
"5242",4816424698,"10.24.345.8390",202,9,3,7,107766,28,11177,11695,3,TRUE,"BOT_CARRY"
"3245",4816465038,"10.24.345.8390",202,8,0,4,123976,29,8014,11732,6,TRUE,"BOT_CARRY"
"5243",4816465038,"10.24.345.8390",80,2,3,7,35987,73,8979,7045,6,TRUE,"SUP"
"2252",4816484707,"10.24.345.8390",40,1,6,21,19488,92,13162,8066,9,TRUE,"SUP"
"3246",4816484707,"10.24.345.8390",145,7,3,10,155726,35,17754,12585,3,TRUE,"BOT_CARRY"
"1302",4816503904,"10.24.345.8390",412,1,5,17,15343,44,10144,6902,8,TRUE,"SUP"
"5244",4816503904,"10.24.345.8390",202,17,3,3,126724,16,13163,13133,5,TRUE,"BOT_CARRY"
"2253",4816575810,"10.24.345.8390",202,14,5,12,247736,31,24120,17840,3,TRUE,"BOT_CARRY"
"5245",4816575810,"10.24.345.8390",35,9,7,23,41823,69,19369,11927,3,TRUE,"SUP"
"4264",4816584729,"10.24.345.8390",555,12,4,12,57987,117,19584,15516,9,TRUE,"SUP"
"5246",4816687135,"10.24.345.8390",497,5,7,34,35780,104,25474,13230,13,TRUE,"SUP"
"1303",4816820676,"10.24.345.8390",412,4,2,12,18092,50,8214,7909,9,TRUE,"SUP"
"3247",4816820676,"10.24.345.8390",145,10,2,5,140883,19,10051,13159,2,TRUE,"BOT_CARRY"
"6192",4816838816,"10.24.345.8390",412,2,3,5,16024,60,8772,5950,10,TRUE,"SUP"
"9249",4817008709,"10.24.345.8390",350,3,6,24,19929,82,16187,10587,18,TRUE,"SUP"
"6193",4817034061,"10.24.345.8390",81,17,3,10,161142,24,19553,15152,2,TRUE,"BOT_CARRY"
"7225",4817034061,"10.24.345.8390",497,2,7,21,20071,67,16155,8264,12,TRUE,"SUP"
"6194",4817050773,"10.24.345.8390",145,4,3,7,101308,16,12794,9042,3,TRUE,"BOT_CARRY"
"7229",4817050773,"10.24.345.8390",875,1,1,11,27751,37,9886,6162,2,TRUE,"SUP"
"4265",4817078032,"10.24.345.8390",202,8,5,13,192277,15,17699,14848,1,TRUE,"BOT_CARRY"
"5247",4817078032,"10.24.345.8390",80,1,8,14,45308,93,18999,9090,13,TRUE,"SUP"
"1304",4817228307,"10.24.345.8390",12,2,8,23,21469,62,26179,8655,9,TRUE,"SUP"
"5248",4817228307,"10.24.345.8390",145,22,10,8,160604,22,29016,18026,1,TRUE,"BOT_CARRY"
"7230",4817252375,"10.24.345.8390",412,4,2,29,20808,43,12044,9060,6,TRUE,"SUP"
"9250",4817252375,"10.24.345.8390",145,11,5,16,158100,23,16509,13215,3,TRUE,"BOT_CARRY"
"7231",4817298418,"10.24.345.8390",412,1,4,13,24235,61,14013,7989,10,TRUE,"SUP"
"6195",4817324382,"10.24.345.8390",21,9,3,9,109967,32,12241,11673,2,TRUE,"BOT_CARRY"
"8231",4817324382,"10.24.345.8390",412,4,3,16,22321,67,10304,7314,5,TRUE,"SUP"
"10219",4817345542,"10.24.345.8390",57,0,9,10,28172,50,24633,6646,11,TRUE,"SUP"
"2254",4817491053,"10.24.345.8390",350,0,4,26,15255,43,9376,8343,4,TRUE,"SUP"
"3248",4817491053,"10.24.345.8390",82,1,9,10,74501,20,25894,8394,1,TRUE,"BOT_CARRY"
"7232",4817561553,"10.24.345.8390",89,1,5,13,18895,59,14178,6591,7,TRUE,"SUP"
"10220",4817648247,"10.24.345.8390",57,1,2,7,22308,35,9123,5858,5,TRUE,"SUP"
"3249",4817726560,"10.24.345.8390",81,8,7,12,176488,29,25255,14888,7,TRUE,"BOT_CARRY"
"5250",4817726560,"10.24.345.8390",875,0,7,11,30906,75,23389,7393,10,TRUE,"SUP"
"8232",4818019451,"10.24.345.8390",145,3,5,16,165374,31,14857,12819,4,TRUE,"BOT_CARRY"
"10221",4818019451,"10.24.345.8390",875,4,9,17,31904,66,23031,8926,12,TRUE,"SUP"
"7233",4818021268,"10.24.345.8390",12,2,6,16,24789,66,24176,7671,12,TRUE,"SUP"
"1306",4818251483,"10.24.345.8390",412,1,6,13,14658,38,10296,5442,9,TRUE,"SUP"
"5251",4818251483,"10.24.345.8390",67,4,6,12,76514,13,13268,9957,1,TRUE,"BOT_CARRY"
"8233",4818390589,"10.24.345.8390",412,0,2,18,19589,47,10777,7667,10,TRUE,"SUP"
"7234",4818419400,"10.24.345.8390",111,8,7,18,61583,87,26310,13162,12,TRUE,"SUP"
"10222",4818419400,"10.24.345.8390",236,17,5,8,380429,40,20489,23083,1,TRUE,"BOT_CARRY"
"7235",4818523658,"10.24.345.8390",145,10,2,10,271833,43,17170,18412,3,TRUE,"BOT_CARRY"
"9251",4818523658,"10.24.345.8390",57,3,5,15,27129,74,15300,9568,12,TRUE,"SUP"
"4266",4818668663,"10.24.345.8390",432,1,5,15,25301,77,17968,8114,6,TRUE,"SUP"
"5252",4818668663,"10.24.345.8390",69,9,5,4,118994,16,14297,12650,1,TRUE,"BOT_CARRY"
"6196",4818681616,"10.24.345.8390",145,6,2,6,77101,13,10161,9711,0,TRUE,"BOT_CARRY"
"8234",4818681616,"10.24.345.8390",875,3,6,7,32581,40,13588,6412,4,TRUE,"SUP"
"6197",4818726145,"10.24.345.8390",12,1,4,16,19530,48,14985,6888,14,TRUE,"SUP"
"1307",4818864714,"10.24.345.8390",236,2,5,4,82461,17,13902,7768,0,TRUE,"BOT_CARRY"
"4267",4818864714,"10.24.345.8390",12,2,2,23,24468,54,14278,8180,17,TRUE,"SUP"
"7236",4818941537,"10.24.345.8390",12,7,8,22,23385,49,23126,9019,6,TRUE,"SUP"
"10223",4818941537,"10.24.345.8390",202,20,2,11,178292,20,14074,16571,1,TRUE,"BOT_CARRY"
"6198",4818948137,"10.24.345.8390",145,7,5,3,129495,21,16413,11119,1,TRUE,"BOT_CARRY"
"7237",4818948137,"10.24.345.8390",111,2,6,11,25582,50,13063,7759,7,TRUE,"SUP"
"8235",4819017411,"10.24.345.8390",61,7,1,7,100783,28,7257,9910,5,TRUE,"BOT_CARRY"
"10224",4819017411,"10.24.345.8390",412,2,5,22,13977,29,9959,6760,5,TRUE,"SUP"
"1308",4819057772,"10.24.345.8390",203,8,10,16,160824,23,29233,14182,2,TRUE,"BOT_CARRY"
"4268",4819057772,"10.24.345.8390",267,2,7,21,23833,78,21532,9795,12,TRUE,"SUP"
"1309",4819212258,"10.24.345.8390",89,0,7,13,23193,46,12131,6276,14,TRUE,"SUP"
"5253",4819212258,"10.24.345.8390",21,7,4,5,115005,20,9284,11026,3,TRUE,"BOT_CARRY"
"3250",4819252347,"10.24.345.8390",201,3,6,23,25062,48,22618,9506,7,TRUE,"SUP"
"5254",4819252347,"10.24.345.8390",523,12,8,9,214804,11,19674,15300,1,TRUE,"BOT_CARRY"
"2255",4819265926,"10.24.345.8390",145,6,3,3,118434,36,11901,10255,4,TRUE,"BOT_CARRY"
"5255",4819265926,"10.24.345.8390",12,0,5,11,17887,61,15823,5848,9,TRUE,"SUP"
"6199",4819354614,"10.24.345.8390",201,1,1,8,20203,49,11876,6554,7,TRUE,"SUP"
"8236",4819354614,"10.24.345.8390",85,5,1,4,109651,22,12349,10548,3,TRUE,"BOT_CARRY"
"8237",4819825501,"10.24.345.8390",202,23,5,19,202652,37,18146,18129,1,TRUE,"BOT_CARRY"
"10225",4819825501,"10.24.345.8390",53,3,6,26,26912,75,20963,8695,16,TRUE,"SUP"
"1310",4819853127,"10.24.345.8390",555,7,5,17,28143,111,21426,12737,15,TRUE,"SUP"
"3251",4819853127,"10.24.345.8390",81,13,5,15,181973,17,23100,16306,4,TRUE,"BOT_CARRY"
"6200",4820182256,"10.24.345.8390",412,1,3,17,38463,60,11928,8280,11,TRUE,"SUP"
"9252",4820182256,"10.24.345.8390",202,4,4,7,122654,26,10975,11562,6,TRUE,"BOT_CARRY"
"6201",4820188888,"10.24.345.8390",35,3,6,12,42719,52,17079,8816,1,TRUE,"SUP"
"7238",4820188888,"10.24.345.8390",81,5,11,8,129594,21,20905,10643,5,TRUE,"BOT_CARRY"
"6202",4820236384,"10.24.345.8390",89,2,3,12,18544,42,10055,6392,7,TRUE,"SUP"
"9253",4820236384,"10.24.345.8390",81,8,2,4,121420,23,11405,11553,2,TRUE,"BOT_CARRY"
"3252",4820312598,"10.24.345.8390",412,0,1,18,23058,118,13796,9340,11,TRUE,"SUP"
"4269",4820312598,"10.24.345.8390",202,3,5,7,250533,23,18019,14615,2,TRUE,"BOT_CARRY"
"1311",4820346323,"10.24.345.8390",145,7,4,4,154032,26,20311,11933,2,TRUE,"BOT_CARRY"
"3253",4820346323,"10.24.345.8390",12,1,6,19,21175,53,21784,6953,10,TRUE,"SUP"
"2256",4820631540,"10.24.345.8390",12,3,5,20,24815,73,19734,7943,13,TRUE,"SUP"
"8238",4820631662,"10.24.345.8390",236,8,7,7,150869,18,17645,12271,4,TRUE,"BOT_CARRY"
"9254",4820631662,"10.24.345.8390",57,9,4,11,24671,55,12665,9501,5,TRUE,"SUP"
"2257",4820904206,"10.24.345.8390",40,4,5,16,20890,115,14721,9597,14,TRUE,"SUP"
"5256",4820904206,"10.24.345.8390",145,12,3,9,209612,37,21887,15831,3,TRUE,"BOT_CARRY"
"2258",4820946937,"10.24.345.8390",89,1,0,12,24085,88,12193,7840,9,TRUE,"SUP"
"1312",4821010175,"10.24.345.8390",68,5,5,10,26460,35,12026,7219,9,TRUE,"SUP"
"2259",4821010175,"10.24.345.8390",202,6,5,11,118303,16,13380,10670,2,TRUE,"BOT_CARRY"
"1313",4821433258,"10.24.345.8390",57,6,4,21,34637,56,22867,9863,6,TRUE,"SUP"
"4270",4821433258,"10.24.345.8390",145,13,5,12,176247,19,23093,14739,2,TRUE,"BOT_CARRY"
"7239",4821504626,"10.24.345.8390",3,2,9,18,55287,69,24399,9474,15,TRUE,"SUP"
"10226",4821504626,"10.24.345.8390",236,21,7,5,275030,25,24168,20514,1,TRUE,"BOT_CARRY"
"2260",4821826536,"10.24.345.8390",145,5,1,5,100628,23,8807,10251,0,TRUE,"BOT_CARRY"
"3254",4821826536,"10.24.345.8390",497,1,2,10,13776,55,7031,5913,10,TRUE,"SUP"
"3255",4821926424,"10.24.345.8390",21,9,5,6,202061,30,25822,16010,3,TRUE,"BOT_CARRY"
"5257",4821926424,"10.24.345.8390",432,3,3,23,29083,108,10862,9634,11,TRUE,"SUP"
"6203",4821928490,"10.24.345.8390",57,1,3,7,18635,27,10608,4942,5,TRUE,"SUP"
"9255",4821928490,"10.24.345.8390",236,4,4,3,82920,15,10197,8054,0,TRUE,"BOT_CARRY"
"7240",4821961867,"10.24.345.8390",81,2,6,4,104577,14,14065,9035,5,TRUE,"BOT_CARRY"
"10227",4821961867,"10.24.345.8390",432,2,4,5,23065,65,7398,6513,8,TRUE,"SUP"
"7241",4822013828,"10.24.345.8390",202,9,4,9,120825,20,16377,11519,2,TRUE,"BOT_CARRY"
"8239",4822013828,"10.24.345.8390",412,0,4,15,16638,52,10353,6809,10,TRUE,"SUP"
"8240",4822027026,"10.24.345.8390",236,2,2,13,87664,29,8750,8781,5,TRUE,"BOT_CARRY"
"9256",4822027026,"10.24.345.8390",201,0,4,21,16524,48,10964,5722,5,TRUE,"SUP"
"1314",4822245265,"10.24.345.8390",98,1,10,23,25201,85,29304,8962,10,TRUE,"SUP"
"2261",4822245265,"10.24.345.8390",18,8,6,12,224030,25,22973,16027,1,TRUE,"BOT_CARRY"
"6209",4826120362,"10.24.345.8390",412,0,3,10,22294,57,10767,6598,13,TRUE,"SUP"
"10237",4826120362,"10.24.345.8390",119,6,4,2,161483,14,15862,13150,4,TRUE,"BOT_CARRY"
"1322",4826135211,"10.24.345.8390",89,2,7,8,19148,35,12981,6111,1,TRUE,"SUP"
"4282",4826135211,"10.24.345.8390",145,8,3,5,128633,17,17975,11155,4,TRUE,"BOT_CARRY"
"2274",4826146514,"10.24.345.8390",555,8,5,16,26588,77,14507,11859,11,TRUE,"SUP"
"3270",4826146514,"10.24.345.8390",81,7,8,13,157261,12,23926,12364,1,TRUE,"BOT_CARRY"
"2275",4826228438,"10.24.345.8390",412,4,0,18,18417,85,10434,8762,9,TRUE,"SUP"
"5268",4826228438,"10.24.345.8390",134,7,6,6,85408,22,17489,9933,5,TRUE,"BOT_CARRY"
"8250",4826256863,"10.24.345.8390",57,3,4,21,50701,71,24547,10063,9,TRUE,"SUP"
"10238",4826256863,"10.24.345.8390",360,8,4,10,125700,24,18861,13467,6,TRUE,"BOT_CARRY"
"7250",4826283590,"10.24.345.8390",89,2,5,12,18686,62,14230,7178,8,TRUE,"SUP"
"8251",4826283590,"10.24.345.8390",81,12,3,7,134295,17,11930,13356,1,TRUE,"BOT_CARRY"
"2276",4826319277,"10.24.345.8390",145,5,1,13,195057,33,16435,14086,4,TRUE,"BOT_CARRY"
"3271",4826319277,"10.24.345.8390",412,4,2,21,20913,107,12205,9055,12,TRUE,"SUP"
"8252",4826337822,"10.24.345.8390",89,1,12,12,17332,59,21476,7473,20,TRUE,"SUP"
"9269",4826337822,"10.24.345.8390",236,19,8,8,229983,33,22409,18147,3,TRUE,"BOT_CARRY"
"7251",4826340029,"10.24.345.8390",412,1,7,21,24735,59,15819,8595,14,TRUE,"SUP"
"8253",4826340029,"10.24.345.8390",236,10,6,9,216630,24,22432,16380,1,TRUE,"BOT_CARRY"
"9270",4826357668,"10.24.345.8390",12,5,5,9,16608,36,13896,6776,12,TRUE,"SUP"
"3272",4826362611,"10.24.345.8390",145,14,1,5,140279,26,12876,14092,6,TRUE,"BOT_CARRY"
"4283",4826362611,"10.24.345.8390",497,4,2,18,24608,51,11278,8040,5,TRUE,"SUP"
"3274",4826395015,"10.24.345.8390",81,12,5,5,120064,20,15610,10893,2,TRUE,"BOT_CARRY"
"4285",4826395015,"10.24.345.8390",43,2,5,17,21148,58,11233,7274,10,TRUE,"SUP"
"10239",4826398147,"10.24.345.8390",35,2,4,12,25465,50,17259,7915,8,TRUE,"SUP"
"1323",4826448593,"10.24.345.8390",89,2,4,13,20777,73,10787,7807,10,TRUE,"SUP"
"6210",4826482844,"10.24.345.8390",89,1,3,8,14678,52,10155,6123,11,TRUE,"SUP"
"10241",4826482844,"10.24.345.8390",236,3,4,9,84641,24,12478,8454,5,TRUE,"BOT_CARRY"
"8255",4826706054,"10.24.345.8390",875,2,6,15,23891,78,21227,8431,18,TRUE,"SUP"
"10242",4826706054,"10.24.345.8390",145,5,2,15,219253,39,14749,15644,4,TRUE,"BOT_CARRY"
"7253",4826738475,"10.24.345.8390",412,2,0,15,35028,96,13876,9378,15,TRUE,"SUP"
"8257",4826738475,"10.24.345.8390",202,8,4,6,201797,36,16337,14458,4,TRUE,"BOT_CARRY"
"6211",4826791943,"10.24.345.8390",523,6,1,4,126081,15,9324,10381,1,TRUE,"BOT_CARRY"
"9271",4826791943,"10.24.345.8390",89,2,3,10,18480,42,9439,6264,6,TRUE,"SUP"
"8258",4826799631,"10.24.345.8390",875,2,5,21,37697,76,20270,8366,15,TRUE,"SUP"
"9272",4826799631,"10.24.345.8390",145,15,5,12,210140,33,22990,17028,6,TRUE,"BOT_CARRY"
"2277",4826824414,"10.24.345.8390",134,11,2,7,142644,30,11926,13383,2,TRUE,"BOT_CARRY"
"3275",4826824414,"10.24.345.8390",497,0,2,20,25447,110,19282,8693,9,TRUE,"SUP"
"7254",4826828073,"10.24.345.8390",134,11,3,6,134296,18,12211,12579,3,TRUE,"BOT_CARRY"
"8259",4826828073,"10.24.345.8390",57,5,7,13,35961,44,19686,7838,5,TRUE,"SUP"
"9273",4826864418,"10.24.345.8390",202,2,8,6,127138,26,18568,10624,1,TRUE,"BOT_CARRY"
"10244",4826864418,"10.24.345.8390",55,5,3,5,34585,61,14407,8197,6,TRUE,"SUP"
"3276",4826875207,"10.24.345.8390",412,0,2,22,25533,66,11884,8990,13,TRUE,"SUP"
"7255",4827144767,"10.24.345.8390",236,12,7,3,110273,14,18755,11462,0,TRUE,"BOT_CARRY"
"8260",4827144767,"10.24.345.8390",875,3,2,11,27554,64,13876,6707,14,TRUE,"SUP"
"7256",4827168759,"10.24.345.8390",875,2,8,10,32567,88,30906,8322,12,TRUE,"SUP"
"9274",4827168759,"10.24.345.8390",236,7,8,13,208613,63,20882,15588,1,TRUE,"BOT_CARRY"
"2278",4827190396,"10.24.345.8390",875,1,8,17,36972,101,27107,8117,21,TRUE,"SUP"
"3277",4827190396,"10.24.345.8390",81,9,4,13,197732,28,16211,15981,5,TRUE,"BOT_CARRY"
"6212",4827261388,"10.24.345.8390",875,1,2,6,31488,46,11555,6479,6,TRUE,"SUP"
"9275",4827261388,"10.24.345.8390",69,6,2,4,125574,20,14621,11033,3,TRUE,"BOT_CARRY"
"4286",4827263756,"10.24.345.8390",145,8,6,7,148808,35,18371,12229,4,TRUE,"BOT_CARRY"
"5269",4827263756,"10.24.345.8390",12,1,5,20,30283,67,16760,7611,12,TRUE,"SUP"
"4287",4827300557,"10.24.345.8390",497,5,2,20,15673,48,13322,8747,9,TRUE,"SUP"
"5270",4827300557,"10.24.345.8390",498,13,5,11,145830,16,16255,14717,0,TRUE,"BOT_CARRY"
"5271",4827381474,"10.24.345.8390",12,2,6,24,26637,56,25417,9446,7,TRUE,"SUP"
"9276",4827403786,"10.24.345.8390",202,6,4,12,146020,26,10127,12094,3,TRUE,"BOT_CARRY"
"10245",4827403786,"10.24.345.8390",89,1,3,13,21236,81,17008,7276,8,TRUE,"SUP"
"3278",4827438145,"10.24.345.8390",22,2,2,10,102196,28,7897,8822,4,TRUE,"BOT_CARRY"
"4288",4827438145,"10.24.345.8390",43,0,5,17,14414,79,10708,7318,9,TRUE,"SUP"
"6213",4827451549,"10.24.345.8390",412,2,8,16,18490,117,20816,9183,16,TRUE,"SUP"
"2279",4827493789,"10.24.345.8390",25,6,5,12,25893,81,18779,10256,16,TRUE,"SUP"
"3279",4827493789,"10.24.345.8390",145,3,10,9,162250,28,23050,12333,1,TRUE,"BOT_CARRY"
"2280",4827554523,"10.24.345.8390",236,4,7,12,163567,13,17879,12083,1,TRUE,"BOT_CARRY"
"3280",4827554523,"10.24.345.8390",164,2,6,17,29463,75,22971,7735,7,TRUE,"SUP"
"9277",4827616419,"10.24.345.8390",432,1,1,13,32557,112,12469,8128,16,TRUE,"SUP"
"10246",4827616419,"10.24.345.8390",145,8,1,6,243706,54,17748,15190,2,TRUE,"BOT_CARRY"
"8261",4827800509,"10.24.345.8390",12,1,8,15,31017,68,22145,8220,12,TRUE,"SUP"
"2281",4828073026,"10.24.345.8390",360,12,5,14,138592,28,25776,13826,4,TRUE,"BOT_CARRY"
"4289",4828073026,"10.24.345.8390",57,7,4,19,45795,48,23427,9635,9,TRUE,"SUP"
"4290",4828124242,"10.24.345.8390",81,12,4,8,247019,32,21937,17053,1,TRUE,"BOT_CARRY"
"5272",4828124242,"10.24.345.8390",89,2,7,24,30260,85,20874,9089,13,TRUE,"SUP"
"8262",4828208468,"10.24.345.8390",22,9,1,10,107125,20,10656,11280,0,TRUE,"BOT_CARRY"
"9278",4828208468,"10.24.345.8390",89,2,4,13,15390,57,14592,7136,9,TRUE,"SUP"
"4291",4828236639,"10.24.345.8390",80,6,5,8,23198,33,10208,6998,8,TRUE,"SUP"
"5273",4828236639,"10.24.345.8390",145,1,5,11,66729,11,11623,7273,0,TRUE,"BOT_CARRY"
"8263",4828255512,"10.24.345.8390",236,2,4,9,100236,17,11468,8988,0,TRUE,"BOT_CARRY"
"10247",4828255512,"10.24.345.8390",12,0,4,14,20198,41,12657,5827,11,TRUE,"SUP"
"3281",4828265902,"10.24.345.8390",80,4,6,13,34578,57,15435,7593,8,TRUE,"SUP"
"2282",4828381436,"10.24.345.8390",57,1,9,12,58647,66,29636,9339,12,TRUE,"SUP"
"7257",4828405626,"10.24.345.8390",497,5,1,8,28895,54,8595,8271,10,TRUE,"SUP"
"9279",4828405626,"10.24.345.8390",81,2,1,2,116350,19,6933,9750,5,TRUE,"BOT_CARRY"
"1324",4828424263,"10.24.345.8390",223,0,4,15,21850,65,16825,6781,12,TRUE,"SUP"
"3282",4828424263,"10.24.345.8390",236,2,6,6,89848,19,10660,8775,4,TRUE,"BOT_CARRY"
"8264",4828486231,"10.24.345.8390",61,11,5,15,202083,28,17365,16197,3,TRUE,"BOT_CARRY"
"10248",4828486231,"10.24.345.8390",43,4,6,24,32313,72,17667,10156,9,TRUE,"SUP"
"3283",4828519466,"10.24.345.8390",79,1,7,16,25802,57,20148,7438,10,TRUE,"SUP"
"5274",4828519466,"10.24.345.8390",21,8,7,9,123213,25,14666,12308,8,TRUE,"BOT_CARRY"
"2283",4828547500,"10.24.345.8390",89,5,4,30,32579,103,27378,11210,19,TRUE,"SUP"
"5275",4828547500,"10.24.345.8390",22,10,3,18,243034,67,16180,18354,4,TRUE,"BOT_CARRY"
"7258",4828579288,"10.24.345.8390",80,2,3,10,30545,76,15259,8135,10,TRUE,"SUP"
"8265",4828579288,"10.24.345.8390",236,4,11,6,141440,35,19950,11152,4,TRUE,"BOT_CARRY"
"8266",4828587864,"10.24.345.8390",111,0,7,4,19928,64,14324,6786,11,TRUE,"SUP"
"10249",4828587864,"10.24.345.8390",236,5,7,6,153460,46,15278,12813,8,TRUE,"BOT_CARRY"
"8267",4828587994,"10.24.345.8390",202,4,5,13,72837,10,13662,9346,0,TRUE,"BOT_CARRY"
